full_text;
Kalau ini bukan konflik agama lalu apa? Kalau ini konflik agama lalu bagaimana? Apa reaksimu? Israel Zionis dari dulu memang berwatak psikopat narsis yang mengambil dan menjajah tanah Palestina dengan alasan itu tanah yang dijanjikan Tuhan pada mereka. Itu bukan masalah agama ya?;dveir4u
@Cutes_Zee @TorahJudaism @setro_gm @Jennifer_bogota @Gus_Arifin @sayid__machmoed @basaillive @ilmi_roudhotul @syahirularif @ta_muhyiddin semoga makin banyak negara yg membantu menyelesaikan konflik Palestina Israel;adiarfas
@Cutes_Zee @TorahJudaism @setro_gm @Jennifer_bogota @Gus_Arifin @sayid__machmoed @basaillive @ilmi_roudhotul @syahirularif @ta_muhyiddin semoga makin banyak negara yang memperhatikan konflik Palestina israel;fikuhamu
Orang paling goblok itu yang menganggap konflik Palestina - Israel ialah konflik agama;
Kota Solo;
@NixNewmont @PartaiSocmed Sebenarnya banyak kok warga palestina yg udah lelah dengan konflik dan peperangan ini dan mau menerima two state solution. Tapi;
"@tidurciank sama-sama punya korban"".  Mungkin lu belum paham konteksnya kali ya, atau sudut pandangan lu soal konflik israel-palestina ini gimana? kebetulan gue juga penasaran kalo emang ada."";ekafitriani10_";
Agar kalian tdk melenceng jauh dan terus menerus menganggap bahwa konflik Palestina dan Israel bukan urusan Indonesia sebaiknya baca dulu ini (Pembukaan UUD 1945)  https://t.co/lvEPaXkVkc  #BubarkanManguni https://t.co/BwrjQ2TgZ2;logisregres
Hati² ini akun propaganda;
Udah kemarin internasional baby gatau apa-apa compare isu Palestina sama kelaparan di Papua;
6) Cocokologi Persamaan Film The Hunger Games dengan konflik perang Palestina - Israel  Diselenggarakan oleh orang yg berkuasa;
@sound4pale60262 @Sentjoko Palestina udah didorong merdeka tahun 1988  Usaha Indonesia JUGA mendorong Itu.  Kalau mau memelihara konflik Palestina ;
yang berhak mengutuk kan Tuhan;
Gue keknya terlalu ngikutin konflik palestina sampe berkalikali mimpi lagi di gaza terus;
@jansen_jsp @ListyoSigitP Bagi kelompok masyarakat yg tdk ikut kebijakan negara mendukung kemerdekaan palestina patut diduga antek2 zionis yg akan memecah persatuan bangsa lewat isu agama. Ingat konflik israel palestina bukan konflik agama tp antara penjajah dgn bangsa yg ingin merdeka.;RizaaAzizi
Gw masih ngerti ya kenapa non muslim di indo ga simpatik dengan tragedi di Palestina karena sebagian besar dari mereka masih memandang tragedi ini karena konflik perseteruan antar agama.   Tapi yang gw ga abis pikir adalah para Nurul dan Fikri yang menuh2in McDonald's dan sbx.;zharewyth
@jeannesbryan @9205jaws @tanyakanrl Iyah betul dulu awal-awal konflik Israel - Palestina;
@tanyarlfes Ini lah indonesia penjahat keji seperti israel saja masih ada yang bela... Padahal yahudi sendiri benci kedua agama kristen dan muslim... Yang kristen malah sibuk bela bela dan bodoh nya di sana bukan konflik agama tapi kemerdekaan yang di ingin kan palestina....;pmanlixious
@KuroKaitou @jansen_jsp Apa lu bilang;
@menormang @tanyakanrl ini kejadian bukan soal konflik israel-palestina kok. ini bentuk demo dari pihak petani lokal sana supaya mcd pilih daging dari peternak lokal.;afzul_yak
@PartaiSocmed Konflik Israel-Palestina;
@kimragill @PartaiSocmed Justru awalnya karena agama;
@PartaiSocmed Untuk konflik Israel-Palestina  didalam NKRI memang tidak boleh ada beda pandangan;
@PartaiSocmed Konflik Israel-Palestina juga merupakan konflik agama;
Kita taulah nolong palestina pasti jauh;
@CNNIndonesia Emang polisinya goblok;
@KuroKaitou @jansen_jsp Emangnya dukungan Palestina ap utk Indonesia in merdeka;
@rhoney9200 @judahrenz @dig_imon kalian berdua @rhoney9200 dan @judahrenz sama2 radikal dan keras kepala;
@KuroKaitou @jansen_jsp Palestina kata lu juga Urgent;
Kalau mereka berfikir logis;
"@tanyarlfes Penyanderaan bukan berarti penculikan. Bisa juga bentuk pengamanan"" kaya warga Israel berada di daerah konflik perang,lalu ditemukan oleh Hamas. Daripada tertembak atau malah dianiaya sama warga Palestina/Zionis yang salah sangka,mereka dibawa ke wilayah aman Hamas"";JodiJodi2371";
@Dennysiregar7 Kalau kasus palestina tiba di indonesia berubah jadi wilayah agama ;
Dari awal konflik pun gua sering reply naif banget klo bilang ini bukan konflik agama pas ada kontra dgn org yg ga dukung palestina. Mreka aja ga pernah liat Israel vs Dos Q tawuran Dos Q : Sekolah Islam Muhamadiyah Israel  : Sekolah Kristen non tionghoa;TriWahyuYulian1
@queerisy Kalo mbak2 begini nih kalo ditanya konflik israel palestina paling yg diinget 7 oktobernya;nalarto
@wwwinbrighttt @ktcing oke kalau gitu coba kita diskusi sehat. aku mau tanya apakah hamas itu mewakili perjuangan palestina? apakah tindakan hamas itu di dukung semua rakyat?karna dsni korban sipil. dan aku mau tanya pernah ga palestina kondusif sebelum hamas berkuasa? sejauh mana konflik ini mbak?;Kuky_Juky
Diplomasi bukanlah solusi konflik Palestina krn Israel selalu berkhianat;
@OnlyFrens Ini kenapa yg perang israel vs palestina;
Ratusan Yahudi Ortodoks anti-zionis bergabung dalam unjuk rasa besar-besaran kemarin di Ottawa;
"@DendiHoker @PartaiSocmed Ga ada yg salah dengan membela Palestina karena merasa seiman""  Yang salah adalah mempersempit konflik Palestina-Israel semata-mata konflik agama, karena korbannya bukan hanya umat Islam, tapi Kristen dan agama minoritas lainnya"";Nugiefuck";
@Dandhy_Laksono @ZaynHadane tolong jangan bikin bingung masyarakat juga. jelas2 konflik itu terjadi karena ada kedengkian dari ormas tersebut terhadap orang yang membela palestina dan suara speaker ditempat ibadah/belajar agama tertentu;gifotoy
Bendera Palestina berkibar di acara Jalan Sehat Perjuangan yang dihadiri Capres 2024 Ganjar Pranowo di Makassar;
sebagaimana ada orang kristen yg dukung palestina;
Disaat warga Indonesia sdg mengupayakan kemerdekaan Palestina;
MBAAKKK KOE MOCO KONFLIK ISRAEL-PALESTINA TEKO NDIIII KOK ISO NDUE PEMIKIRAN GUOBLOK NGENE?????;LukeSusilo
Yang belum tau kronologi konflik Palestina yuk simak ini https://t.co/RSg66u5L08  *ps : ada typo di bagian Pemberontakan Arab;
@AmaniLalaland @zr_izzul Buset ap urusannya khomenei dgn konflik israel-palestina??  🤣🤣🤣 Lagi2 kau mlkukan dehumanisasi thp Rakyat Palestina  Ko tau gak hak self determination yg dimiliki Rakyat palestina??  Kau sebut Israel bukan perampok aj itu udh dehumanisasi Palestina;
Pemkot Surabaya Kirim Bantuan Kemanusiaan ke Palestina. 👇  Pemerintah Kota (Pemkot) Surabaya turut serta mengirimkan bantuan kemanusiaan bagi korban konflik di Gaza;
Tahu akan apa yang terjadi di dunia emang penting. Tapi di kondisi seperti sekarang dimana konflik antara Israel dan Palestina yang memanas;
Konflik ini mencipta konflik2 lain dimana2. Betapa sensitifnya isu Palestina Israel ini. Tapi ya memang begini... Semoga Indonesia bs menghadapi kerentanan yg ada di hadapan;beritajatimcom
@widhindra19 @ZaynHadane @Dandhy_Laksono Umat katolik tidak akan seperti itu... Umat katolik sudah memahami konflik Israel dan Palestina bukan persoalan agama....;aicaredotId
Jangan pindahkan konflik Palestina - Israel di Indonesia (Bitung). Kita semua bersaudara;
Apa yang mendorong okupasi Zionist Israel atas Palestina sejak 1948?   Emang bukan konflik antar agama kayak perang salib;
@purple_violet13 @tanyakanrl Ga bakalan menarik isu Yaman gan Pdhal konflik Yaman lbh brutal drpd konflik Palestina☹️;bung_zulzaman
@Dandhy_Laksono Palestina vs Israel itu murni konflik agama. Mohon baca sejarah.;hwztmf
@PartaiSocmed Harusnya itu konflik agama juga dong;
Urusan gw beri semangat buat apa?   Gapapa kl @Dandhy_Laksono dkk masuk Islam Rahmah kan gw mau shalawatin aja.  Hebat bener naik motor keliling Indonesia pulangnya jadi Palestina tanpa konflik etnis dan agama.  Sulap Rahmah;
@queerisy Emg bener Indonesia jd negara dgn daya baca rendah. Contohnya ini;
@AmaniLalaland @zr_izzul Dih;
@ghannyaz @sentris_man @kalamawut Yaa tapi pendukung Israel dan Palestina sama2 banyak yg bawa2 agama;
@AmaniLalaland @zr_izzul Itu laporan independent expert;
@IATeam___ @Menlu_RI Ini bukan perang Agama;
@AmaniLalaland @zr_izzul Bagi kalian Kristen Radikal pendukung teroris;
See;
Klau dipikir2;
@Raka_shiwie Kelihatannya Bitung mau dibikin Poso sama pasukan merah;
@kabuni99 Klo mau bela palestina mending jgn di wilayah bermayoritas kristen.  Cukup di wilaya2 bermayoritas muslim aja agar menghindari konflik!;suestysuesty
@AmaniLalaland @zr_izzul Konflik Palestina-Israel sih;
Pemkot Surabaya kirim bantuan untuk korban konflik di Palestina https://t.co/F4KTNCyv3s;GySuang
@AzzamIzzulhaq Narasi kayak gini nih yg bs jd pemicu konflik. Harus diingat kita ngebela rakyat palestina bukan hamas. Mau hamas balikin sandera baik2 mereka tetap penjahat loh. Sama kayak tentara israel skrg. Palestina bukan hamas. Palestina adalah ribuan warga yg skrg jd korban.;aesculapiusw
apa tujuan mereka *ngusir* muslim dr Eropa? Bukan riil konflik Palestina ya. 😬;antaranews
Di tengah memanasnya konflik Israel - Palestina;
Jangan tertipu oleh ketangkasan Presiden Turki Recep Tayyip Erdogan menyulap kata-kata ketika berbicara dalam “Reli Besar Palestina”;
"@ghannyaz pro palestina, pro hamas, berusaha ngatain org yg ga sependapat dgn menyebut 'yahudi pesek' itu tandanya apa dong klo bukan memelihara konflik? wkwk. udh lah bro, memihak salah satu sisi cuma membuat perahu yg hrsnya seimbang malah tenggelam wkwk."";jafarsi94561356";
Saya masih menganggap Mas Dandhy figur jurnalis yang penting untuk didengar pendapatnya atas isu sosial. Maka saya butuh penjelas atas justifikasinya yang mengatakan konflik Palestina bukan masalah etnis atau agama. Semoga ada elaborasi.;AisyPakne
Gw sampe skrg gak habis pikir;
Udah gak aneh di Indonesia Timur banyak yg mendukung Israhell.  Mereka mendukung krn benci dengan mayoritas entah krn apa.  Kalo mayoritas A;
"@SpongeBiasa tp, kelompok pembela palestina yg mau ngebuzzing habis org"" yg berlawanan atau independen dlm menyikapi persoalan israel palestina ini, apakah sama aj kek pihak yg menyulit konflik? udh lah, kedua belah pihak tuh sama"" nyulut konflik itu."";palindromfid";
@Dandhy_Laksono Israel palestina itu konflik agama. Itu bagi kami seorang muslim. Israel saja mengakui bahwa mereka melakukan pendudukan berdasar kitab agama mereka. Kok ada orang Indonesia bilang itu bukan konflik karena agama..;Zulkifli_ID
"@MDH__SNA @ghannyaz @MprAldo ga suka klo ada konflik itu klo ane mah. kekanakan banget cuma gegara konflik israel palestina malah ributnya di indonesia. mendingan hidup damai gt."";sentris_man";
"@_haye_ Awalnya Konflik Palestina-Israel bukan agama"" mau dipakai utk menenangkan rakyat Indonesia  yg melihat serangan terhadap umat Islam yg demo mendukung Palestina di Bitung   Tapi jadinya blunder. Yg di Bitung yang menyerang juga jelas kelompok mana."";Demacolin06";
@Pratama25581699 @jingle_batara Ini konflik agama dan tragedi kemanusiaan. Kenapa konflik agama? Karena motif penjajahan tanah Palestina itu religius;
Konflik Palestina jelas didasari supremasi etnis dan agama.   Ideologi yg dibawa Likud jelas;
@tanyakanrl anak hi yg makanannya isu global sudah ngerti kalo konflik bukan cuman israel - palestina aja. dibelahan dunia lain ada kaya azerbaijan-armenia;
Kayaknya mayoritas yg paham kalo israhell palestina itu ternyata bukan konflik agama;
Cinta memang tak kenal waktu dn tempat. Seperti wanita Israel ini yg malah Jatuh cinta pada pria pejuang palestina yg menangkapnya;
@_haye_ Iya bang kayaknya pada alergi bener kalau konflik israel palestina itu memang ada unsur agamanya.;dare_darou
anak kemarin sore;
malu aing. usa;
@PartaiSocmed Klo pendukung palestina melihat konflik ini masalah agama juga apa salahnya. Toh damai aksinya.;domestixgoddess
@Ambrwti_tl @maysavitri @Avolanza Konflik PALESTINA vs ISRAEL itu konflik yang rumit;
@jonijoniyesmama buset dah wkwk. dari dulu ada konflik macem bgini;
@jua_wahyu34274 @detikcom Kalo mau konsentrasi tentang konflik Israel Palestina;
@theWorldOfLie @angelavenj @RambuRumba ada hubungan sama konflik zionis dan palestina karena hampis kebanyakan orang mendukung palestina;sentris_man
@5t3v3n_P3g3L Maaf Kang;
@jonashwakari @Tita83079013 @jokowi @Menlu_RI Saya udh baca bang;
@RandomWorldWar Sebetulnya konflik Palestina dengan zionis itu ya konflik agama. Paham;DionPr2
Dalam gencatan senjata di Gaza;
@RambuRumba Aparat penegak hukum harus menyelidiki segala bentuk profokasi dan tindak kekerasan dalam tragedi yang terjadi di Bitung. Upaya untuk menarik konflik Israel dan Palestina menjadi konflik agama harus kita lawan bersama.;cetilcetot
@RandomWorldWar Bukan konflik Israel-Palestina yg terjadi disana;
@tifsembiring Hanya di Indonesia konflik Palestina-Israel menjadi Konflik Agama..;MohamadMalongi
@angelicaticoalu @NinzExe07 trus kenapa bawa bendera Israel? konflik dengan BSM atw mmg tidak suka dengan Aksi Bela Palestina? Blg aja kalo tdk suka dgn aksi bela palestina.;2ikr11
"@padusi11 @Kimberley_2024 @Chaves1305 @AlmaghribiS @99propaganda @AditBandit234 Pada prinsip ngga ada hub kerusuhan kemaren dg dikung mendukung paslon pilpres 24.  Pun ngga ada kaitan dg dukung mendukung palestina / israel.   Yg ada hanyalah konflik diantara pendatang"" dan warga asli setempat.   Cc.  @Mey_MeynieJT"";iman_hzl19";
"@RandomWorldWar Hanya di Indonesia konflik Palestina-Israel menjadi konflik Agama.. diluar sana dengan jelas ini adalah konflik KEMANUSIAAN.. belajarlah UUD 45 dan Pancasila yg baik dan benar..  jangan cuma ngaku Saya NKRI"""";FPL1897";
@RandomWorldWar Bagi kebanyakan umat kristen di RI;
Cinta Mahmoud Darwish dan Rita atau Tamar Ben Ami yang Dikungkung Konflik Palestina-Israel: Saya Merasa Seperti Tanah Air Saya Diduduki Lagi https://t.co/un6eMebXqH;iman_hzl19
@MprAldo Padahal konflik Israel 🇮🇱 dan Palestina 🇵🇸 sudah bukan konflik agama lagi karena Baik warga muslim dan Kristen di Gaza juga banyak yang menjadi korban 🥹 ini mah ada sekelompok orang yang memanfaatkan situasi untuk kepentingan mereka 😌;JayaManula
Tuhkan;
Ormas Manguni yang diduga melakukan penyeranagan terhdapa massa dalam aksi dukun Palestina di Kota Bitung. Dalam konflik tersebut;
@tanyakanrl Akhirnya konflik israel palestina membuka tabir. Bahwa tidak perlu jadi muslim untuk mendukung kemanusiaan di Palestina. Tapi perlu jadi islamophobic dan tidak waras buat jadi pendukung isreal;LandungNiti
@Raka_shiwie pikir mereka israel palestina konflik agama dasar idiot;terasjakartaid
@tanyakanrl Itu pasti dimulai dari KONFLIK PALESTINA &amp  ISRAEL;
tidak setuju juga konflik palestina israel dijadikan isu konflik agama;
@YakinKasihT @jankerzone @MprAldo Baca ini kalian semua yang masih dukung israel. Dan bukalah wawasan yang luas tentang konflik Palestina-israel biar hati kalian dibuka. https://t.co/2e7h2m04Fa;Sundal93000508
@RandomWorldWar SDM Rendah min. konflik lama disangkut pautin sama konflik israel-palestina!;febryanf
@HusinShihab Sodara2...  Pemerintah harus meluruskan pemberitaan terutama statemen2 Menlu Retno yg selalu mengutuk agak sedikit propokarif. Tapi retno tdk pernah mengutuk kelakuan keji hamas pd kejadian 7 oktober.  Yang konflik itu Israel vs Hamas.  Bukan Israel vs Palestina.;OnoNingAtiMu
@risesknight121 Mereka perlu edukasi bahwa polemik Palestina dengan siwerewel ini bukan konflik agama. Mereka masih termakan isu itu. Lagian mereka sensi amat dah... Banyak yg islamophobia...;acecode30
Makin anti HAMAS dan Palestina yg ingin mendirikan negara Islam Palestina di tanah Israel ..jangan import konflik deh ke Indonesia .;ttheomanalu
@tanyarlfes Ini mah gak tau konflik israel-palestina;
@PartaiSocmed Bang @Abdillahonim n bang Husein Gaza aja udah ngasih Tau;
Makin anti HAMAS dan Palestina ;
@MprAldo Aduh udahlah stoplah;
Makin anti HAMAS dan Palestina yg hobby mengeksport konflik;arifinpribadi
"@Naz_lira @shidqon_mashudi @MprAldo Makin kesini makin nampak aja yang mabok agama"" Itu dari pihak mana. Konflik Palestina memaksa mereka melepas ""topeng"" Dan menampakan wajah asli mereka. Ngeri euyy.. 😳😳"";antnjrms_";
@Miduk17 @HusinShihab Kami di Manado toleransi terhadap saudara yg beda agama;
@MprAldo Bukan mendinginkan malah ngompori. Bela negara lain;
@RandomWorldWar Kan gua bilang konflik israel-palestina yang 'berisik' pasti indonesia;JodiJodi2371
Berbagai konflik yang terjadi;
@anangshikamaru1 @ShamsiAli2 Itu intinya;
Terlalu jauh ngurusi konflik Israel dan Palestina;
@PartaiSocmed Min rakyat Manado yg mayoritas Kristen it tau konflik Israel-Palestina it bkn masalah agama;
@nds_1234 @zulkhaery @AntarticaSnowWW @AbanggSayur @InsiderWorld_1 @OnlinePalEng @PalestineCultu1 @azaizamotaz9 @Timesofgaza @gazanotice Sebenarnya hanya kurang sosialisasi dari pemerintah;
Konflik Palestina diimport ke Bitung ...@geertwilderspvv  nggak salah menilai agama tertentu . Visi HAMAS ingin mendirikan negara Islam Palestina di tanah Israel . Palestina konflik agama bukan wilayah . Apa motif HAMAS pesek di tanah Bitung yg mayoritas non muslim ?;JodiJodi2371
Adakah Palestina di Al Qur'an ? Darimana klaim tanah terjanji Israel jadi milik Palestina di Quraan ? KL nggak ada mengapa HAMAS berniat mendirikan Negara Islam Palestina di atas tanah Palestina ? Palestina positif konflik agama ...dan kemudian aksi bela Palestina di Bitung? Gila;amurka_bali
@tanyarlfes Dari awal emang udah salah para warga indon ini. Konflik politik wilayah saking die hardnya ngebela akhirnya salah tafsir jadi konflik agama jancokk jancok. Kalo disini konflik;
@DeHoutman_id Adakah Palestina di Al Qur'an ? Darimana klaim tanah terjanji Israel jadi milik Palestina di Quraan ? KL nggak ada mengapa HAMAS berniat mendirikan Negara Islam Palestina di atas tanah Palestina ? Palestina positif konflik agama ...bagi gue .;arifinpribadi
Adakah Palestina di Al Qur'an ? Darimana klaim tanah terjanji Israel jadi milik Palestina di Quraan ? KL nggak ada mengapa HAMAS berniat mendirikan Negara Islam Palestina di atas tanah Palestina ? Palestina positif konflik agama ...bagi gue .;rizzawa
